ISO 639-3	ISO 639-2B	ISO 639-2T	ISO 639-1	type	macro
mtk				I	
mtl				I	
mto				I	
mtp				I	
mtq				I	
mtr				I	mwr
mts				I	
mtt				I	
mtu				I	
mtv				I	
mtw				I	
mtx				I	
mty				I	
mua				I	
mub				I	
muc				I	
mud				I	
mue				I	
mug				I	
muh				I	
mui				I	msa
muj				I	
muk				I	
mum				I	
muo				I	
mup				I	raj
muq				I	hmn
mur				I	
mus	mus	mus		I	
mut				I	
muu				I	
muv				I	
mux				I	
muy				I	
muz				I	
mva				I	
mvd				I	
mve				I	mwr
mvf				I	mon
mvg				I	
mvh				I	
mvi				I	
mvk				I	
mvm				I	
mvn				I	
mvo				I	
mvp				I	
mvq				I	
mvr				I	
mvs				I	
mvt				I	
mvu				I	
mvv				I	
mvw				I	
mvx				I	
mvy				I	
mvz				I	
mwa				I	
mwb				I	
mwc				I	
mwe				I	
mwf				I	
mwg				I	
mwh				I	
mwi				I	
mwk				I	man
mwl	mwl	mwl		I	
mwm				I	
mwn				I	
mwo				I	
mwp				I	
mwq				I	
mwr	mwr	mwr		M	
mws				I	
mwt				I	
mwv				I	
mww				I	hmn
mwx				I	
mwy				I	
mwz				I	
mxa				I	
mxb				I	
mxc				I	
mxd				I	
mxe				I	
mxf				I	
mxg				I	
mxh				I	
mxj				I	
mxk				I	
mxl				I	
mxm				I	
mxn				I	
mxo				I	
mxp				I	
mxq				I	
mxr				I	
mxs				I	
mxt				I	
mxu				I	
mxv				I	
mxw				I	
mxx				I	
mxy				I	
mxz				I	
mya	bur	mya	my	I	
myb				I	
myc				I	
myd				I	
mye				I	
myf				I	
myg				I	
myh				I	
myi				I	
myj				I	
myk				I	
myl				I	
mym				I	
myo				I	
myp				I	
myr				I	
myu				I	
myv	myv	myv		I	
myw				I	
myx				I	
myy				I	
mza				I	
mzb				I	
mzc				I	
mzd				I	
mze				I	
mzg				I	
mzh				I	
mzi				I	
mzj				I	
mzk				I	
mzl				I	
mzm				I	
mzn				I	
mzp				I	
mzq				I	
mzr				I	
mzs				I	
mzt				I	
mzu				I	
mzv				I	
mzw				I	
mzx				I	
mzy				I	
mzz				I	
naa				I	
nab				I	
nac				I	
nad				I	
nae				I	
naf				I	
nag				I	
naj				I	
nak				I	
nal				I	
nam				I	
nan				I	zho
nao				I	
nap	nap	nap		I	
naq				I	
nar				I	
nas				I	
nat				I	
nau	nau	nau	na	I	
nav	nav	nav	nv	I	
naw				I	
nax				I	
naz				I	
nba				I	
nbb				I	
nbc				I	
nbd				I	
nbe				I	
nbg				I	
nbh				I	
nbi				I	
nbj				I	
nbk				I	
nbl	nbl	nbl	nr	I	
nbm				I	
nbn				I	
nbo				I	
nbp				I	
nbq				I	
nbr				I	
nbs				I	
nbt				I	
nbu				I	
nbv				I	
nbw				I	
nby				I	
nca				I	
ncb				I	
ncc				I	
ncd				I	
nce				I	
ncf				I	
ncg				I	
nch				I	
ncj				I	
nck				I	
ncl				I	
ncm				I	
ncn				I	
nco				I	
ncp				I	
ncr				I	
ncs				I	
nct				I	
ncu				I	
ncx				I	
nda				I	
ndb				I	
ndc				I	
ndd				I	
nde	nde	nde	nd	I	
ndg				I	
ndh				I	
ndi				I	
ndj				I	
ndk				I	
ndl				I	
ndm				I	
ndn				I	
ndo	ndo	ndo	ng	I	
ndp				I	
ndq				I	
ndr				I	
nds	nds	nds		I	
ndt				I	
ndu				I	
ndv				I	
ndw				I	
ndx				I	
ndy				I	
ndz				I	
nea				I	
neb				I	
nec				I	
ned				I	
nee				I	
nef				I	
neg				I	
neh				I	
nej				I	
nek				I	
nem				I	
nen				I	
neo				I	
nep	nep	nep	ne	M	
neq				I	
ner				I	
nes				I	
net				I	
nev				I	
new	new	new		I	
nex				I	
ney				I	
nez				I	
nfa				I	
nfd				I	
nfl				I	
nfr				I	
nfu				I	
nga				I	
ngb				I	
ngc				I	
ngd				I	
nge				I	
ngg				I	
ngh				I	
ngi				I	
ngj				I	
ngk				I	
ngl				I	
ngm				I	
ngn				I	
ngo				I	
ngp				I	
ngq				I	
ngr				I	
ngs				I	
ngt				I	
ngu				I	
ngw				I	
ngx				I	
ngy				I	
ngz				I	
nha				I	
nhb				I	
nhd				I	grn
nhe				I	
nhf				I	
nhg				I	
nhh				I	
nhi				I	
nhk				I	
nhm				I	
nhn				I	
nho				I	
nhp				I	
nhq				I	
nhr				I	
nht				I	
nhu				I	
nhv				I	
nhw				I	
nhx				I	
nhy				I	
nhz				I	
nia	nia	nia		I	
nib				I	
nie				I	
nif				I	
nih				I	
nii				I	
nij				I	
nik				I	
nil				I	
nim				I	
nin				I	
nio				I	
niq				I	kln
nir				I	
nis				I	
nit				I	
niu	niu	niu		I	
niv				I	
niw				I	
nix				I	
niy				I	
niz				I	
nja				I	
njb				I	
njd				I	
njh				I	
nji				I	
njj				I	
njl				I	
njm				I	
njn				I	
njo				I	
njr				I	
njs				I	
njt				I	
nju				I	
njx				I	
njy				I	
njz				I	
nka				I	
nkb				I	
nkc				I	
nkd				I	
nke				I	
nkf				I	
nkg				I	
nkh				I	
nki				I	
nkj				I	
nkk				I	
nkm				I	
nkn				I	
nko				I	
nkq				I	
nkr				I	
nks				I	
nkt				I	
nku				I	
nkv				I	
nkw				I	
nkx				I	
nkz				I	
nla				I	
nlc				I	
nld	dut	nld	nl	I	
nle				I	luy
nlg				I	
nli				I	
nlj				I	
nlk				I	
nll				I	
nlo				I	
nlq				I	
nlu				I	
nlv				I	
nlx				I	
nly				I	
nlz				I	
nma				I	
nmb				I	
nmc				I	
nmd				I	
nme				I	
nmf				I	
nmg				I	
nmh				I	
nmi				I	
nmj				I	
nmk				I	
nml				I	
nmm				I	
nmn				I	
nmo				I	
nmq				I	
nms				I	
nmt				I	
nmu				I	
nmw				I	
nmx				I	
nmy				I	
nmz				I	
nna				I	
nnb				I	
nnc				I	
nnd				I	
nne				I	
nnf				I	
nng				I	
nnh				I	
nni				I	
nnj				I	
nnk				I	
nnl				I	
nnm				I	
nnn				I	
nno	nno	nno	nn	I	nor
nnp				I	
nnq				I	
nns				I	
nnu				I	
nnw				I	
nnz				I	
noa				I	
nob	nob	nob	nb	I	nor
noc				I	
nod				I	
noe				I	
nof				I	
nog	nog	nog		I	
noh				I	
noi				I	
noj				I	
nop				I	
noq				I	
nor	nor	nor	no	M	
nos				I	
not				I	
nou				I	
now				I	
noy				I	
noz				I	
npa				I	
npb				I	
npg				I	
nph				I	
npi				I	nep
npl				I	
npn				I	
npo				I	
nps				I	
npu				I	
npy				I	
nqg				I	
nqk				I	
nqm				I	
nqn				I	
nqo	nqo	nqo		I	
nqq				I	
nqy				I	
nra				I	
nrb				I	
nre				I	
nrf				I	
nrg				I	
nri				I	
nrk				I	
nrl				I	
nrm				I	
nru				I	
nrz				I	
nsa				I	
nsc				I	
nsd				I	
nse				I	
nsf				I	
nsg				I	
nsh				I	
nsi				I	
nsk				I	
nsl				I	
nsm				I	
nsn				I	
nso	nso	nso		I	
nsp				I	
nsq				I	
nsr				I	
nss				I	
nst				I	
nsu				I	
nsv				I	
nsw				I	
nsx				I	
nsy				I	
nsz				I	
nte				I	
nti				I	
ntj				I	
ntk				I	
ntm				I	
nto				I	
ntp				I	
ntr				I	
ntu				I	
ntx				I	
nty				I	
ntz				I	
nua				I	
nud				I	
nue				I	
nuf				I	
nuh				I	
nui				I	
nuj				I	
nuk				I	
nul				I	
num				I	
nun				I	
nuo				I	
nup				I	
nuq				I	
nur				I	
nus				I	
nut				I	
nuu				I	
nuv				I	
nuw				I	
nux				I	
nuy				I	
nuz				I	
nvh				I	
nvm				I	
nvo				I	
nwb				I	
nwe				I	
nwi				I	
nwm				I	
nwr				I	
nxa				I	
nxd				I	
nxe				I	
nxg				I	
nxi				I	
nxk				I	
nxl				I	
nxo				I	
nxq				I	
nxr				I	
nxx				I	
nya	nya	nya	ny	I	
nyb				I	
nyc				I	
nyd				I	luy
nye				I	
nyf				I	
nyg				I	
nyh				I	
nyi				I	
nyj				I	
nyk				I	
nyl				I	
nym	nym	nym		I	
nyn	nyn	nyn		I	
nyo	nyo	nyo		I	
nyq				I	
nyr				I	
nys				I	
nyu				I	
nyw				I	
nyy				I	
nza				I	
nzb				I	
nzi	nzi	nzi		I	
nzk				I	
nzm				I	
nzs				I	
nzu				I	
nzy				I	
nzz				I	
oaa				I	
oac				I	
obk				I	bnc
obl				I	
obo				I	
obu				I	
oca				I	
oci	oci	oci	oc	I	
ocu				I	
oda				I	
odk				I	
odu				I	
ofu				I	
ogb				I	
ogc				I	
ogg				I	
ogo				I	
ogu				I	
oia				I	
oin				I	
ojb				I	oji
ojc				I	oji
ojg				I	oji
oji	oji	oji	oj	M	
ojs				I	oji
ojv				I	
ojw				I	oji
oka				I	
okb				I	
okd				I	
oke				I	
okh				I	
oki				I	kln
okk				I	
okn				I	
okr				I	
oks				I	
oku				I	
okv				I	
okx				I	
ola				I	
old				I	
ole				I	
olm				I	
olo				I	
olr				I	
oma				I	
omb				I	
omg				I	
omi				I	
oml				I	
omo				I	
omt				I	
omw				I	
ona				I	
onb				I	
one				I	
ong				I	
oni				I	
onj				I	
onk				I	
onn				I	
ono				I	
onp				I	
onr				I	
ons				I	
ont				I	
onu				I	
onx				I	
ood				I	
oog				I	
oon				I	
oor				I	
opa				I	
opk				I	
opm				I	
opo				I	
opy				I	
ora				I	
orc				I	orm
ore				I	
org				I	
orh				I	
ori	ori	ori	or	M	
orm	orm	orm	om	M	
orn				I	msa
oro				I	
orr				I	
ors				I	msa
ort				I	
oru				I	
orw				I	
orx				I	
ory				I	ori
orz				I	
osa	osa	osa		I	
osi				I	
oso				I	
oss	oss	oss	os	I	
ost				I	
osu				I	
otd				I	
ote				I	
otl				I	
otm				I	
otn				I	
otq				I	
otr				I	
ots				I	
ott				I	
otw				I	oji
otx				I	
otz				I	
oua				I	
oub				I	
oue				I	
owi				I	
oyb				I	
oyd				I	
oym				I	
oyy				I	
ozm				I	
pab				I	
pac				I	
pad				I	
pae				I	
pag	pag	pag		I	
pah				I	
pai				I	
pak				I	
pam	pam	pam		I	
pan	pan	pan	pa	I	
pao				I	
pap	pap	pap		I	
paq				I	
par				I	
pas				I	
pat				I	
pau	pau	pau		I	
pav				I	
paw				I	
pay				I	
pbb				I	
pbc				I	
pbe				I	
pbf				I	
pbh				I	
pbi				I	
pbl				I	
pbn				I	
pbo				I	
pbp				I	
pbr				I	
pbs				I	
pbt				I	pus
pbu				I	pus
pbv				I	
pby				I	
pca				I	
pcb				I	
pcc				I	
pcd				I	
pce				I	
pcf				I	
pcg				I	
pch				I	
pci				I	
pcj				I	
pck				I	
pcl				I	
pcm				I	
pcn				I	
pcp				I	
pcw				I	
pda				I	
pdc				I	
pdi				I	
pdn				I	
pdo				I	
pdt				I	
pdu				I	
pea				I	
ped				I	
pee				I	
peg				I	
peh				I	
pei				I	
pek				I	
pel				I	msa
pem				I	
pep				I	
peq				I	
pes				I	fas
pev				I	
pex				I	
pey				I	
pez				I	
pfa				I	
pfe				I	
pfl				I	
pga				I	ara
pgg				I	
pgi				I	
pgk				I	
pgs				I	
pgu				I	
pha				I	
phd				I	
phg				I	
phh				I	
phk				I	
phl				I	
phm				I	
pho				I	
phq				I	
phr				I	lah
pht				I	
phu				I	
phv				I	
phw				I	
pia				I	
pib				I	
pic				I	
pid				I	
pif				I	
pig				I	
pih				I	
pii				I	
pil				I	
pin				I	
pio				I	
pip				I	
pir				I	
pis				I	
piu				I	
piv				I	
piw				I	
pix				I	
piy				I	
piz				I	
pjt				I	
pkb				I	
pkg				I	
pkh				I	
pkn				I	
pko				I	kln
pkp				I	
pkr				I	
pks				I	
pkt				I	
pku				I	
pla				I	
plb				I	
plc				I	
pld				I	
ple				I	
plg				I	
plh				I	
plj				I	
plk				I	
pll				I	
pln				I	
plo				I	
plp				I	
plr				I	
pls				I	
plt				I	mlg
plu				I	
plv				I	
plw				I	
ply				I	
plz				I	
pma				I	
pmb				I	
pme				I	
pmf				I	
pmi				I	
pmj				I	
pmm				I	
pmn				I	
pmo				I	
pmq				I	
pmr				I	
pms				I	
pmt				I	
pmw				I	
pmx				I	
pmy				I	
pna				I	
pnb				I	lah
pnc				I	
pne				I	
png				I	
pnh				I	
pni				I	
pnk				I	
pnl				I	
pnm				I	
pnn				I	
pnp				I	
pnq				I	
pnr				I	
pns				I	
pnt				I	
pnu				I	
pnv				I	
pnw				I	
pnx				I	
pny				I	
pnz				I	
poc				I	
poe				I	
pof				I	
poh				I	
poi				I	
pok				I	
pol	pol	pol	pl	I	
pom				I	
pon	pon	pon		I	
poo				I	
pop				I	
poq				I	
por	por	por	pt	I	
pos				I	
pot				I	
pov				I	
pow				I	
poy				I	
ppa				I	
ppe				I	
ppi				I	
ppk				I	
ppl				I	
ppm				I	
ppn				I	
ppo				I	
ppp				I	
ppq				I	
pps				I	
ppt				I	
pqa				I	
pqm				I	
prb				I	
prc				I	
prd				I	
pre				I	
prf				I	
prg				I	
prh				I	
pri				I	
prk				I	
prl				I	
prm				I	
prn				I	
prp				I	
prq				I	
prs				I	fas
prt				I	
pru				I	
prw				I	
prx				I	
pry				I	
prz				I	
psa				I	
psc				I	
psd				I	
pse				I	msa
psg				I	
psh				I	
psi				I	
psl				I	
psn				I	
pso				I	
psp				I	
psq				I	
psr				I	
pss				I	
pst				I	pus
psw				I	
pta				I	
pti				I	
ptn				I	
pto				I	
ptp				I	
ptq				I	
ptr				I	
ptt				I	
ptu				I	
ptv				I	
pty				I	
pua				I	
pub				I	
puc				I	
pud				I	
puf				I	
pug				I	
pui				I	
puj				I	
puk				I	
pum				I	
puo				I	
pup				I	
pur				I	
pus	pus	pus	ps	M	
put				I	
puu				I	
puw				I	
pux				I	
pwa				I	
pwb				I	
pwg				I	
pwm				I	
pwn				I	
pwo				I	
pwr				I	
pww				I	
pxm				I	
pye				I	
pym				I	
pyn				I	
pys				I	
pyu				I	
pyy				I	
pzn				I	
qua				I	
qub				I	que
quc				I	
qud				I	que
que	que	que	qu	M	
quf				I	que
qug				I	que
quh				I	que
qui				I	
quk				I	que
qul				I	que
qum				I	
qup				I	que
quq				I	
qur				I	que
qus				I	que
quv				I	
quw				I	que
qux				I	que
quy				I	que
quz				I	que
qva				I	que
qvc				I	que
qve				I	que
qvh				I	que
qvi				I	que
qvj				I	que
qvl				I	que
qvm				I	que
qvn				I	que
qvo				I	que
qvp				I	que
qvs				I	que
qvw				I	que
qvy				I	
qvz				I	que
qwa				I	que
qwh				I	que
qws				I	que
qxa				I	que
qxc				I	que
qxh				I	que
qxl				I	que
qxn				I	que
qxo				I	que
qxp				I	que
qxq				I	
qxr				I	que
qxs				I	
qxt				I	que
qxu				I	que
qxw				I	que
raa				I	
rab				I	
rac				I	
rad				I	
raf				I	
rag				I	luy
rah				I	
rai				I	
raj	raj	raj		M	
rak				I	
ral				I	
ram				I	
ran				I	
rao				I	
rap	rap	rap		I	
raq				I	
rar	rar	rar		I	
ras				I	
rat				I	
rau				I	
rav				I	
raw				I	
rax				I	
ray				I	
raz				I	
rbb				I	
rbk				I	bnc
rbl				I	bik
rcf				I	
rdb				I	
rea				I	
reb				I	
ree				I	
reg				I	
rei				I	
rej				I	
rel				I	
ren				I	
res				I	
ret				I	
rey				I	
rga				I	
rge				I	
rgn				I	
rgr				I	
rgs				I	
rgu				I	
rhg				I	
rhp				I	
ria				I	
rie				I	
rif				I	
ril				I	
rim				I	
rin				I	
rir				I	
rit				I	
riu				I	
rjg				I	
rji				I	
rjs				I	
rka				I	
rkb				I	
rkh				I	
rki				I	
rkm				I	
rkt				I	
rma				I	
rmb				I	
rmc				I	rom
rme				I	
rmf				I	rom
rmg				I	
rmh				I	
rmi				I	
rmk				I	
rml				I	rom
rmm				I	
rmn				I	rom
rmo				I	rom
rmp				I	
rmq				I	
rms				I	
rmt				I	
rmu				I	
rmw				I	rom
rmx				I	
rmy				I	rom
rmz				I	
rnd				I	
rng				I	
rnl				I	
rnn				I	
rnp				I	
rnw				I	
rob				I	
roc				I	
rod				I	
roe				I	
rof				I	
rog				I	
roh	roh	roh	rm	I	
rol				I	
rom	rom	rom		M	
ron	rum	ron	ro	I	
roo				I	
rop				I	
ror				I	
rou				I	
row				I	
rpn				I	
rpt				I	
rri				I	
rro				I	
rsb				I	
rsi				I	
rsl				I	
rtc				I	
rth				I	
rtm				I	
rtw				I	
rub				I	
ruc				I	
rue				I	
ruf				I	
rug				I	
ruh				I	
rui				I	
ruk				I	
run	run	run	rn	I	
ruo				I	
rup	rup	rup		I	
ruq				I	
rus	rus	rus	ru	I	
rut				I	
ruu				I	
ruy				I	
ruz				I	
rwa				I	
rwk				I	
rwm				I	
rwo				I	
rwr				I	mwr
rxd				I	
ryn				I	
rys				I	
ryu				I	
saa				I	
sab				I	
sac				I	
sad	sad	sad		I	
sae				I	
saf				I	
sag	sag	sag	sg	I	
sah	sah	sah		I	
saj				I	
sak				I	
sao				I	
saq				I	
sas	sas	sas		I	
sat	sat	sat		I	
sau				I	
sav				I	
saw				I	
sax				I	
say				I	
saz				I	
sba				I	
sbb				I	
sbc				I	
sbd				I	
sbe				I	
sbf				I	
sbg				I	
sbh				I	
sbi				I	
sbj				I	
sbk				I	
sbl				I	
sbm				I	
sbn				I	
sbo				I	
sbp				I	
sbq				I	
sbr				I	
sbs				I	
sbt				I	
sbu				I	
sbw				I	
sbx				I	
sby				I	
sbz				I	
scb				I	
sce				I	
scf				I	
scg				I	
sch				I	
sci				I	
sck				I	
scl				I	
scn	scn	scn		I	
sco	sco	sco		I	
scp				I	
scq				I	
scs				I	den
scu				I	
scv				I	
scw				I	
sda				I	
sdb				I	
sdc				I	srd
sde				I	
sdf				I	
sdg				I	
sdh				I	kur
sdj				I	
sdk				I	
sdl				I	
sdm				I	
sdn				I	srd
sdo				I	
sdp				I	
sdr				I	
sdu				I	
sdx				I	
sdz				I	
sea				I	
seb				I	
sec				I	
sed				I	
see				I	
sef				I	
seg				I	
seh				I	
sei				I	
sej				I	
sek				I	
sel	sel	sel		I	
sen				I	
seo				I	
sep				I	
seq				I	
ser				I	
ses				I	
set				I	
seu				I	
sev				I	
sew				I	
sey				I	
sez				I	
sfb				I	
sfe				I	
sfm				I	hmn
sfs				I	
sfw				I	
sgb				I	
sgc				I	kln
sgd				I	
sge				I	
sgg				I	
sgh				I	
sgi				I	
sgj				I	
sgk				I	
sgp				I	
sgr				I	
sgs				I	
sgt				I	
sgu				I	
sgw				I	
sgx				I	
sgy				I	
sgz				I	
sha				I	
shb				I	
shc				I	
shd				I	
she				I	
shg				I	
shh				I	
shi				I	
shj				I	
shk				I	
shl				I	
shm				I	
shn	shn	shn		I	
sho				I	
shp				I	
shq				I	
shr				I	
shs				I	
shu				I	ara
shv				I	
shw				I	
shx				I	
shy				I	
shz				I	
sib				I	
sid	sid	sid		I	
sie				I	
sif				I	
sig				I	
sih				I	
sii				I	
sij				I	
sik				I	
sil				I	
sim				I	
sin	sin	sin	si	I	
sip				I	
siq				I	
sir				I	
siu				I	
siv				I	
siw				I	
six				I	
siy				I	
siz				I	
sja				I	
sjb				I	
sjd				I	
sje				I	
sjg				I	
sjl				I	
sjm				I	
sjo				I	
sjp				I	
sjr				I	
sjt				I	
sju				I	
sjw				I	
ska				I	
skb				I	
skc				I	
skd				I	
ske				I	
skf				I	
skg				I	mlg
skh				I	
ski				I	
skj				I	
skk				I	
skm				I	
skn				I	
sko				I	
skp				I	
skq				I	
skr				I	lah
sks				I	
skt				I	
sku				I	
skv				I	
skx				I	
sky				I	
skz				I	
slc				I	
sld				I	
sle				I	
slf				I	
slg				I	
slh				I	
sli				I	
slj				I	
slk	slo	slk	sk	I	
sll				I	
slm				I	
slp				I	
slq				I	
slr				I	
sls				I	
slt				I	
slu				I	
slv	slv	slv	sl	I	
slw				I	
slx				I	
sly				I	
slz				I	
sma	sma	sma		I	
smb				I	
smd				I	
sme	sme	sme	se	I	
smf				I	
smg				I	
smh				I	
smj	smj	smj		I	
smk				I	
sml				I	
smm				I	
smn	smn	smn		I	
smo	smo	smo	sm	I	
smq				I	
smr				I	
sms	sms	sms		I	
smt				I	
smv				I	
smw				I	
smx				I	
smy				I	
smz				I	
sna	sna	sna	sn	I	
snb				I	
snc				I	
snd	snd	snd	sd	I	
sne				I	
snf				I	
sng				I	
snj				I	
snk	snk	snk		I	
snl				I	
snm				I	
snn				I	
sno				I	
snp				I	
snq				I	
snr				I	
sns				I	
snu				I	
snv				I	
snw				I	
snx				I	
sny				I	
snz				I	
soa				I	
sob				I	
soc				I	
sod				I	
soe				I	
soh				I	
soi				I	
soj				I	
sok				I	
sol				I	
som	som	som	so	I	
soo				I	
sop				I	
soq				I	
sor				I	
sos				I	
sot	sot	sot	st	I	
sou				I	
sov				I	
sow				I	
sox				I	
soy				I	
soz				I	
spa	spa	spa	es	I	
spb				I	
spc				I	
spd				I	
spe				I	
spg				I	
spi				I	
spk				I	
spl				I	
spm				I	
spn				I	
spo				I	
spp				I	
spq				I	
spr				I	
sps				I	
spt				I	
spu				I	
spv				I	ori
spy				I	kln
sqa				I	
sqh				I	
sqi	alb	sqi	sq	M	
sqk				I	
sqm				I	
sqo				I	
sqq				I	
sqs				I	
sqt				I	
squ				I	
sra				I	
srb				I	
src				I	srd
srd	srd	srd	sc	M	
sre				I	
srf				I	
srg				I	
srh				I	
sri				I	
srk				I	
srl				I	
srm				I	
srn	srn	srn		I	
sro				I	srd
srp	srp	srp	sr	I	hbs
srq				I	
srr	srr	srr		I	
srs				I	
srt				I	
sru				I	
srv				I	
srw				I	
srx				I	
sry				I	
srz				I	
ssb				I	
ssc				I	
ssd				I	
sse				I	
ssf				I	
ssg				I	
ssh				I	ara
ssi				I	
ssj				I	
ssk				I	
ssl				I	
ssm				I	
ssn				I	
sso				I	
ssp				I	
ssq				I	
ssr				I	
sss				I	
sst				I	
ssu				I	
ssv				I	
ssw	ssw	ssw	ss	I	
ssx				I	
ssy				I	
ssz				I	
sta				I	
stb				I	
std				I	
ste				I	
stf				I	
stg				I	
sth				I	
sti				I	
stj				I	
stk				I	
stl				I	
stm				I	
stn				I	
sto				I	
stp				I	
stq				I	
str				I	
sts				I	
stt				I	
stu				I	
stv				I	
stw				I	
sty				I	
sua				I	
sub				I	
suc				I	
sue				I	
sug				I	
sui				I	
suj				I	
suk	suk	suk		I	
sun	sun	sun	su	I	
suq				I	
sur				I	
sus	sus	sus		I	
suv				I	
suw				I	
suy				I	
suz				I	
sva				I	
svb				I	
svc				I	
sve				I	
svk				I	
svm				I	
svr				I	
svs				I	
swa	swa	swa	sw	M	
swb				I	
swc				I	swa
swe	swe	swe	sv	I	
swf				I	
swg				I	
swh				I	swa
swi				I	
swj				I	
swk				I	
swl				I	
swm				I	
swn				I	
swo				I	
swp				I	
swq				I	
swr				I	
sws				I	
swt				I	
swu				I	
swv				I	mwr
swx				I	
swy				I	
sxb				I	
sxe				I	
sxg				I	
sxm				I	
sxn				I	
sxr				I	
sxs				I	
sxu				I	
sxw				I	
sya				I	
syb				I	
syi				I	
syk				I	
syl				I	
sym				I	
syn				I	
syo				I	
syr	syr	syr		M	
sys				I	
syw				I	
syx				I	
syy				I	
sza				I	
szb				I	
szc				I	
sze				I	
szg				I	
szl				I	
szn				I	
szp				I	
szv				I	
szw				I	
taa				I	
tab				I	
tac				I	
tad				I	
tae				I	
taf				I	
tag				I	
tah	tah	tah	ty	I	
taj				I	
tak				I	
tal				I	
tam	tam	tam	ta	I	
tan				I	
tao				I	
tap				I	
taq				I	tmh
tar				I	
tat	tat	tat	tt	I	
tau				I	
tav				I	
taw				I	
tax				I	
tay				I	
taz				I	
tba				I	
tbc				I	
tbd				I	
tbe				I	
tbf				I	
tbg				I	
tbi				I	
tbj				I	
tbk				I	
tbl				I	
tbm				I	
tbn				I	
tbo				I	
tbp				I	
tbr				I	
tbs				I	
tbt				I	
tbv				I	
tbw				I	
tbx				I	
tby				I	
tbz				I	
tca				I	
tcb				I	
tcc				I	
tcd				I	
tce				I	
tcf				I	
tcg				I	
tch				I	
tci				I	
tck				I	
tcm				I	
tcn				I	
tco				I	
tcp				I	
tcq				I	
tcs				I	
tct				I	
tcu				I	
tcw				I	
tcx				I	
tcy				I	
tcz				I	
tda				I	
tdb				I	
tdc				I	
tdd				I	
tde				I	
tdf				I	
tdg				I	
tdh				I	
tdi				I	
tdj				I	
tdk				I	
tdl				I	
tdn				I	
tdo				I	
tdq				I	
tdr				I	
tds				I	
tdt				I	
tdu				I	
tdv				I	
tdx				I	mlg
tdy				I	
tea				I	
tec				I	kln
ted				I	
tee				I	
tef				I	
teg				I	
teh				I	
tei				I	
tek				I	
tel	tel	tel	te	I	
tem	tem	tem		I	
teo				I	
teq				I	
ter	ter	ter		I	
tes				I	
tet	tet	tet		I	
teu				I	
tev				I	
tew				I	
tex				I	
tey				I	
tfi				I	
tfn				I	
tfo				I	
tfr				I	
tft				I	
tga				I	
tgb				I	
tgc				I	
tgd				I	
tge				I	
tgf				I	
tgh				I	
tgi				I	
tgj				I	
tgk	tgk	tgk	tg	I	
tgl	tgl	tgl	tl	I	
tgn				I	
tgo				I	
tgp				I	
tgq				I	
tgr				I	
tgs				I	
tgt				I	
tgu				I	
tgw				I	
tgx				I	
tha	tha	tha	th	I	
thc				I	
thd				I	
the				I	
thf				I	
thh				I	
thi				I	
thk				I	
thl				I	
thm				I	
thn				I	
thp				I	
thq				I	
thr				I	
ths				I	
tht				I	
thu				I	
thv				I	tmh
thw				I	
thy				I	
thz				I	tmh
tia				I	
tic				I	
tid				I	
tif				I	
tig	tig	tig		I	
tih				I	
tii				I	
tij				I	
tik				I	
tim				I	
tin				I	
tio				I	
tip				I	
tiq				I	
tir	tir	tir	ti	I	
tis				I	
tit				I	
tiu				I	
tiv	tiv	tiv		I	
tiw				I	
tix				I	
tiy				I	
tiz				I	
tja				I	
tjg				I	
tji				I	
tjl				I	
tjo				I	
tjs				I	
tjw				I	
tkb				I	
tkd				I	
tke				I	
tkg				I	mlg
tkl	tkl	tkl		I	
tkn				I	
tkp				I	
tkq				I	
tkr				I	
tks				I	
tkt				I	
tku				I	
tkv				I	
tkw				I	
tkx				I	
tkz				I	
tla				I	
tlb				I	
tlc				I	
tld				I	
tlf				I	
tlg				I	
tli	tli	tli		I	
tlj				I	
tlk				I	
tll				I	
tlm				I	
tln				I	
tlo				I	
tlp				I	
tlq				I	
tlr				I	
tls				I	
tlt				I	
tlu				I	
tlv				I	
tlx				I	
tly				I	
tma				I	
tmb				I	
tmc				I	
tmd				I	
tmf				I	
tmh	tmh	tmh		M	
tmi				I	
tmj				I	
tmk				I	
tml				I	
tmm				I	
tmn				I	
tmo				I	
tmp				I	
tmq				I	
tms				I	
tmt				I	
tmu				I	
tmv				I	
tmw				I	msa
tmy				I	
tna				I	
tnb				I	
tnc				I	
tnd				I	
tne				I	
tng				I	
tnh				I	
tni				I	
tnk				I	
tnl				I	
tnm				I	
tnn				I	
tno				I	
tnp				I	
tnr				I	
tns				I	
tnt				I	
tnu				I	
tnv				I	
tnw				I	
tnx				I	
tny				I	
tnz				I	
tob				I	
toc				I	
tod				I	
tof				I	
tog	tog	tog		I	
toh				I	
toi				I	
toj				I	
tol				I	
tom				I	
ton	ton	ton	to	I	
too				I	
top				I	
toq				I	
tor				I	
tos				I	
tou				I	
tov				I	
tow				I	
tox				I	
toy				I	
toz				I	
tpa				I	
tpc				I	
tpe				I	
tpf				I	
tpg				I	
tpi	tpi	tpi		I	
tpj				I	
tpl				I	
tpm				I	
tpo				I	
tpp				I	
tpq				I	
tpr				I	
tpt				I	
tpu				I	
tpv				I	
tpx				I	
tpy				I	
tpz				I	
tqb				I	
tql				I	
tqm				I	
tqn				I	
tqo				I	
tqp				I	
tqq				I	
tqt				I	
